ReadPos	CntRef	CntNonRef	TotalCnt	Freq	AvQual	AvQualRef	AvQualNonRef
31	359856	1255	361111	0.00347538568473406	0.000954769931236635	0.000939049973536675	0.00546227678230517
32	357424	1359	358783	0.00378780488484683	0.00093727174423846	0.000924199376177739	0.00437537187797377
33	355684	766	356450	0.00214896899985973	0.000899435879039316	0.000887754355872769	0.00632362763618031
34	353203	957	354160	0.00270216851140727	0.000903662217651538	0.000885711155690567	0.00752891711609101
35	350671	1157	351828	0.00328853871778255	0.000939580631607054	0.000923781885976048	0.00572796605008307
36	348859	646	349505	0.00184832835009513	0.000921593485210795	0.000909257805956523	0.00758322309662036
37	345931	998	346929	0.00287666928968175	0.000871127257689274	0.000857733866684894	0.00551360134942168
38	343448	906	344354	0.00263101343385005	0.000858412341698459	0.000847346655136662	0.00505321136850037
39	340922	857	341779	0.0025074682762838	0.00084166165418241	0.000830666161969083	0.0052157634002313
40	338275	935	339210	0.00275640458712892	0.000877511747642751	0.000866265649278822	0.00494625391241619
41	335957	645	336602	0.00191620964818985	0.000862657741845291	0.000851219361768709	0.00682049317655672
42	333053	878	333931	0.00262928569075647	0.000834125643508818	0.000821508670543831	0.00562014010469441
43	330002	1181	331183	0.00356600429369865	0.000823337607932523	0.000811876210700831	0.00402594896209476
44	327135	1037	328172	0.00315992833026584	0.000826253181815026	0.000815671039371298	0.00416452624675327
45	324734	563	325297	0.00173072607494075	0.000805969829948879	0.00079484209607538	0.00722435976188439
46	321752	968	322720	0.00299950421417947	0.000800166871743685	0.000790260176204233	0.00409303784614636
47	319358	616	319974	0.00192515641895904	0.000821338009286273	0.000808901814558108	0.00726873780799978
48	315639	1159	316798	0.00365848269244124	0.000860753874385009	0.000848807817553557	0.00411411145181181
49	312337	1133	313470	0.00361438096149552	0.000825925990961428	0.000811415794864706	0.0048259887608436
50	309855	607	310462	0.00195515071087605	0.000838462345740858	0.000825627382574707	0.00739031986116056
51	306680	867	307547	0.00281908131114919	0.000814787537271682	0.000804951031629183	0.00429421031749662
